"","Estacao","Data","Hora","Precipitacao","TempMaxima","TempMinima","Insolacao","UR_Media","Vel_Vent_Media"
"13462",83309,"15/01/1982",1200,0,NA,23,NA,NA,NA
"13463",83309,"16/01/1982",0,NA,32.4,NA,5.4,NA,1.766667
"13464",83309,"16/01/1982",1200,0,NA,23.3,NA,NA,NA
"13465",83309,"17/01/1982",0,NA,32.3,NA,3.6,NA,1.033333
"13466",83309,"17/01/1982",1200,2,NA,23.3,NA,NA,NA
"13467",83309,"18/01/1982",0,NA,31.3,NA,2.7,NA,1.566667
"13468",83309,"18/01/1982",1200,11,NA,23,NA,NA,NA
"13469",83309,"19/01/1982",0,NA,33.9,NA,4.4,NA,1.766667
"13470",83309,"19/01/1982",1200,3.2,NA,23.3,NA,NA,NA
"13471",83309,"20/01/1982",0,NA,33.9,NA,5.1,NA,2.233333
"13472",83309,"20/01/1982",1200,0,NA,23.8,NA,NA,NA
"13473",83309,"21/01/1982",0,NA,30.3,NA,1.2,NA,2.6
"13474",83309,"21/01/1982",1200,1.8,NA,24.2,NA,NA,NA
"13475",83309,"22/01/1982",0,NA,28.9,NA,1.2,NA,0.7
"13476",83309,"22/01/1982",1200,9.2,NA,23.4,NA,NA,NA
"13477",83309,"23/01/1982",0,NA,30.1,NA,3.7,NA,0.7
"13478",83309,"23/01/1982",1200,12.4,NA,22.4,NA,NA,NA
"13479",83309,"24/01/1982",0,NA,32.5,NA,5.5,NA,1.1
"13480",83309,"24/01/1982",1200,1,NA,23.2,NA,NA,NA
"13481",83309,"25/01/1982",0,NA,32.4,NA,7.4,NA,1.966667
"13482",83309,"25/01/1982",1200,22.2,NA,21,NA,NA,NA
"13483",83309,"26/01/1982",0,NA,31.1,NA,3.9,NA,1.533333
"13484",83309,"26/01/1982",1200,6,NA,22,NA,NA,NA
"13485",83309,"27/01/1982",0,NA,28.8,NA,2.1,NA,0.6
"13486",83309,"27/01/1982",1200,0.6,NA,22.8,NA,NA,NA
"13487",83309,"28/01/1982",0,NA,31.1,NA,2.5,NA,0.7
"13488",83309,"28/01/1982",1200,16.4,NA,23,NA,NA,NA
"13489",83309,"29/01/1982",0,NA,31.9,NA,3.6,NA,1
"13490",83309,"29/01/1982",1200,32.8,NA,22.6,NA,NA,NA
"13491",83309,"30/01/1982",0,NA,33.5,NA,2.5,NA,1.366667
"13492",83309,"30/01/1982",1200,0.6,NA,23.2,NA,NA,NA
"13493",83309,"31/01/1982",0,NA,29.4,NA,0.6,NA,1.1
"13494",83309,"31/01/1982",1200,23.3,NA,22.6,NA,NA,NA
"13495",83309,"01/02/1982",0,NA,26.7,NA,0,NA,2.1
"13496",83309,"01/02/1982",1200,31.8,NA,22.1,NA,NA,NA
"13497",83309,"02/02/1982",0,NA,25.3,NA,0,NA,1.366667
"13498",83309,"02/02/1982",1200,5.8,NA,21.8,NA,NA,NA
"13499",83309,"03/02/1982",0,NA,29.4,NA,1.4,NA,1.233333
"13500",83309,"03/02/1982",1200,6.6,NA,21.8,NA,NA,NA
"13501",83309,"04/02/1982",0,NA,30.7,NA,1.3,NA,2.866667
"13502",83309,"04/02/1982",1200,0,NA,22.4,NA,NA,NA
"13503",83309,"05/02/1982",0,NA,30.4,NA,1.8,NA,1.266667
"13504",83309,"05/02/1982",1200,19.6,NA,21.9,NA,NA,NA
"13505",83309,"06/02/1982",0,NA,29.2,NA,0,NA,0.933333
"13506",83309,"06/02/1982",1200,13.1,NA,21.8,NA,NA,NA
"13507",83309,"07/02/1982",0,NA,30.1,NA,3.6,NA,0.666667
"13508",83309,"07/02/1982",1200,32.2,NA,21.4,NA,NA,NA
"13509",83309,"08/02/1982",0,NA,31.9,NA,1.7,NA,0.4
"13510",83309,"08/02/1982",1200,14.2,NA,21.4,NA,NA,NA
"13511",83309,"09/02/1982",0,NA,32.4,NA,6.6,NA,1.3
"13512",83309,"09/02/1982",1200,4.6,NA,21.6,NA,NA,NA
"13513",83309,"10/02/1982",0,NA,31.7,NA,3.4,NA,0.666667
"13514",83309,"10/02/1982",1200,0,NA,22.6,NA,NA,NA
"13515",83309,"11/02/1982",0,NA,32.6,NA,1.5,NA,1
"13516",83309,"11/02/1982",1200,22.6,NA,21.4,NA,NA,NA
"13517",83309,"12/02/1982",0,NA,33.5,NA,7.6,NA,1.366667
"13518",83309,"12/02/1982",1200,3,NA,21.6,NA,NA,NA
"13519",83309,"13/02/1982",0,NA,34.1,NA,10.4,NA,1.033333
"13520",83309,"13/02/1982",1200,8,NA,21.8,NA,NA,NA
"13521",83309,"14/02/1982",0,NA,31.5,NA,1.9,NA,1.533333
"13522",83309,"14/02/1982",1200,6,NA,22.8,NA,NA,NA
"13523",83309,"15/02/1982",0,NA,31.5,NA,2.8,NA,2.2
"13524",83309,"15/02/1982",1200,2.6,NA,23,NA,NA,NA
"13525",83309,"16/02/1982",0,NA,30.8,NA,3.4,NA,1.333333
"13526",83309,"16/02/1982",1200,1,NA,23.2,NA,NA,NA
"13527",83309,"17/02/1982",0,NA,31.3,NA,3,NA,2.8
"13528",83309,"17/02/1982",1200,10,NA,22.2,NA,NA,NA
"13529",83309,"18/02/1982",0,NA,34.9,NA,6.4,NA,1.366667
"13530",83309,"18/02/1982",1200,1,NA,21.4,NA,NA,NA
"13531",83309,"19/02/1982",0,NA,34.7,NA,11,NA,3.033333
"13532",83309,"19/02/1982",1200,0,NA,21.8,NA,NA,NA
"13533",83309,"20/02/1982",0,NA,34.5,NA,9.3,NA,1.366667
"13534",83309,"20/02/1982",1200,0,NA,21.8,NA,NA,NA
"13535",83309,"21/02/1982",0,NA,33.3,NA,7.9,NA,1.8
"13536",83309,"21/02/1982",1200,8.4,NA,23.1,NA,NA,NA
"13537",83309,"22/02/1982",0,NA,33.5,NA,6,NA,2.2
"13538",83309,"22/02/1982",1200,0,NA,22.2,NA,NA,NA
"13539",83309,"23/02/1982",0,NA,32.9,NA,4.7,NA,1.366667
"13540",83309,"23/02/1982",1200,0,NA,23.2,NA,NA,NA
"13541",83309,"24/02/1982",0,NA,31.8,NA,5.6,NA,0.333333
"13542",83309,"24/02/1982",1200,64.2,NA,22,NA,NA,NA
"13543",83309,"25/02/1982",0,NA,30.3,NA,0.8,NA,0.7
"13544",83309,"25/02/1982",1200,2.2,NA,23,NA,NA,NA
"13545",83309,"26/02/1982",0,NA,30.7,NA,4.3,NA,1.266667
"13546",83309,"26/02/1982",1200,9.6,NA,22.6,NA,NA,NA
"13547",83309,"27/02/1982",0,NA,31.6,NA,4.6,NA,2.066667
"13548",83309,"27/02/1982",1200,0,NA,22.6,NA,NA,NA
"13549",83309,"28/02/1982",0,NA,32.6,NA,3.7,NA,0.966667
"13550",83309,"28/02/1982",1200,0,NA,22.8,NA,NA,NA
"13551",83309,"01/03/1982",0,NA,31.7,NA,0.7,NA,1.366667
"13552",83309,"01/03/1982",1200,0,NA,23,NA,NA,NA
"13553",83309,"02/03/1982",0,NA,31.8,NA,4.9,NA,0.933333
"13554",83309,"02/03/1982",1200,5.1,NA,23,NA,NA,NA
"13555",83309,"03/03/1982",0,NA,32.1,NA,1.9,NA,1.633333
"13556",83309,"03/03/1982",1200,3.4,NA,23.3,NA,NA,NA
"13557",83309,"04/03/1982",0,NA,32.6,NA,2.5,NA,1.733333
"13558",83309,"04/03/1982",1200,4,NA,23.2,NA,NA,NA
"13559",83309,"05/03/1982",0,NA,34.5,NA,2.8,NA,1.2
"13560",83309,"05/03/1982",1200,0,NA,23.4,NA,NA,NA
"13561",83309,"06/03/1982",0,NA,29.7,NA,2.1,NA,1.3
"13562",83309,"06/03/1982",1200,22,NA,22.4,NA,NA,NA
"13563",83309,"07/03/1982",0,NA,31.1,NA,2,NA,0.166667
"13564",83309,"07/03/1982",1200,5.2,NA,22.2,NA,NA,NA
"13565",83309,"08/03/1982",0,NA,31.1,NA,1.6,NA,2.066667
"13566",83309,"08/03/1982",1200,0,NA,22.6,NA,NA,NA
"13567",83309,"09/03/1982",0,NA,26.7,NA,0,NA,2.2
"13568",83309,"09/03/1982",1200,55.2,NA,22.3,NA,NA,NA
"13569",83309,"10/03/1982",0,NA,29.8,NA,1.2,NA,2.033333
"13570",83309,"10/03/1982",1200,9.6,NA,22.2,NA,NA,NA
"13571",83309,"11/03/1982",0,NA,32.1,NA,6,NA,2.033333
"13572",83309,"11/03/1982",1200,7.4,NA,22.2,NA,NA,NA
"13573",83309,"12/03/1982",0,NA,31.1,NA,5.2,NA,0.9
"13574",83309,"12/03/1982",1200,0,NA,22,NA,NA,NA
"13575",83309,"13/03/1982",0,NA,32.9,NA,4.5,NA,1.766667
"13576",83309,"13/03/1982",1200,1.6,NA,22.6,NA,NA,NA
"13577",83309,"14/03/1982",0,NA,34.1,NA,7.6,NA,1.5
"13578",83309,"14/03/1982",1200,0,NA,22,NA,NA,NA
"13579",83309,"15/03/1982",0,NA,30.9,NA,5.5,NA,1.2
"13580",83309,"15/03/1982",1200,28,NA,22.6,NA,NA,NA
"13581",83309,"16/03/1982",0,NA,32.7,NA,5.5,NA,1.866667
"13582",83309,"16/03/1982",1200,4.4,NA,22,NA,NA,NA
"13583",83309,"17/03/1982",0,NA,33.1,NA,6.9,NA,1.4
"13584",83309,"17/03/1982",1200,0,NA,22,NA,NA,NA
"13585",83309,"18/03/1982",0,NA,35.1,NA,6.9,NA,0.433333
"13586",83309,"18/03/1982",1200,0,NA,22.2,NA,NA,NA
"13587",83309,"19/03/1982",0,NA,32.2,NA,3.7,NA,1.733333
"13588",83309,"19/03/1982",1200,0,NA,23,NA,NA,NA
"13589",83309,"20/03/1982",0,NA,29.4,NA,0.9,NA,1.233333
"13590",83309,"20/03/1982",1200,3,NA,23.4,NA,NA,NA
"13591",83309,"21/03/1982",0,NA,33.3,NA,7.5,NA,0.433333
"13592",83309,"21/03/1982",1200,15.2,NA,21.6,NA,NA,NA
"13593",83309,"22/03/1982",0,NA,31.4,NA,2.3,NA,1.033333
"13594",83309,"22/03/1982",1200,0,NA,22.2,NA,NA,NA
"13595",83309,"23/03/1982",0,NA,32.7,NA,6.8,NA,0.766667
"13596",83309,"23/03/1982",1200,18,NA,22.2,NA,NA,NA
"13597",83309,"24/03/1982",0,NA,34.4,NA,3.9,NA,0.266667
"13598",83309,"24/03/1982",1200,0,NA,22.2,NA,NA,NA
"13599",83309,"25/03/1982",0,NA,33,NA,5.3,NA,1.366667
"13600",83309,"25/03/1982",1200,17.4,NA,22.6,NA,NA,NA
"13601",83309,"26/03/1982",0,NA,32.4,NA,3.8,NA,1.533333
"13602",83309,"26/03/1982",1200,10.4,NA,22.2,NA,NA,NA
"13603",83309,"27/03/1982",0,NA,31.7,NA,7.7,NA,1.6
"13604",83309,"27/03/1982",1200,0,NA,22.6,NA,NA,NA
"13605",83309,"28/03/1982",0,NA,25.7,NA,1,NA,2.3
"13606",83309,"28/03/1982",1200,3.4,NA,19.4,NA,NA,NA
"13607",83309,"29/03/1982",0,NA,27.4,NA,1,NA,2.233333
"13608",83309,"29/03/1982",1200,0.1,NA,19.6,NA,NA,NA
"13609",83309,"30/03/1982",0,NA,31.1,NA,2.8,NA,1.133333
"13610",83309,"30/03/1982",1200,0,NA,21,NA,NA,NA
"13611",83309,"31/03/1982",0,NA,33.4,NA,7.7,NA,0.8
"13612",83309,"31/03/1982",1200,0,NA,20.6,NA,NA,NA
"13613",83309,"01/04/1982",0,NA,31.8,NA,2.2,NA,0.7
"13614",83309,"01/04/1982",1200,0,NA,23.2,NA,NA,NA
"13615",83309,"02/04/1982",0,NA,33.8,NA,5.7,NA,0.666667
"13616",83309,"02/04/1982",1200,0.1,NA,21.2,NA,NA,NA
"13617",83309,"03/04/1982",0,NA,35.6,NA,9.2,NA,0.866667
"13618",83309,"03/04/1982",1200,0,NA,21.4,NA,NA,NA
"13619",83309,"04/04/1982",0,NA,35.3,NA,6.8,NA,1.666667
"13620",83309,"04/04/1982",1200,4.8,NA,22.6,NA,NA,NA
"13621",83309,"05/04/1982",0,NA,35.6,NA,8.5,NA,1.1
"13622",83309,"05/04/1982",1200,4.2,NA,22,NA,NA,NA
"13623",83309,"06/04/1982",0,NA,34.4,NA,6.9,NA,1.633333
"13624",83309,"06/04/1982",1200,0,NA,22.4,NA,NA,NA
"13625",83309,"07/04/1982",0,NA,35.1,NA,9.3,NA,1.2
"13626",83309,"07/04/1982",1200,0,NA,21,NA,NA,NA
"13627",83309,"08/04/1982",0,NA,32.4,NA,1.8,NA,1.833333
"13628",83309,"08/04/1982",1200,0,NA,22.8,NA,NA,NA
"13629",83309,"09/04/1982",0,NA,31.1,NA,3.1,NA,1.533333
"13630",83309,"09/04/1982",1200,1.1,NA,21.2,NA,NA,NA
"13631",83309,"10/04/1982",0,NA,31.9,NA,4.8,NA,1.166667
"13632",83309,"10/04/1982",1200,14.8,NA,22.2,NA,NA,NA
"13633",83309,"11/04/1982",0,NA,33.7,NA,6.7,NA,1.066667
"13634",83309,"11/04/1982",1200,0,NA,22.2,NA,NA,NA
"13635",83309,"12/04/1982",0,NA,29.3,NA,0.6,NA,0.7
"13636",83309,"12/04/1982",1200,5.1,NA,21.1,NA,NA,NA
"13637",83309,"13/04/1982",0,NA,30.4,NA,1,NA,1.5
"13638",83309,"13/04/1982",1200,1.3,NA,22.2,NA,NA,NA
"13639",83309,"14/04/1982",0,NA,25.8,NA,0.7,NA,2.9
"13640",83309,"14/04/1982",1200,42.8,NA,22.1,NA,NA,NA
"13641",83309,"15/04/1982",0,NA,30.6,NA,4.5,NA,1.333333
"13642",83309,"15/04/1982",1200,11.2,NA,20.8,NA,NA,NA
"13643",83309,"16/04/1982",0,NA,26.6,NA,0.5,NA,1.766667
"13644",83309,"16/04/1982",1200,1.3,NA,21.9,NA,NA,NA
"13645",83309,"17/04/1982",0,NA,29.5,NA,3.7,NA,1.9
"13646",83309,"17/04/1982",1200,2,NA,21,NA,NA,NA
"13647",83309,"18/04/1982",0,NA,32.1,NA,6,NA,0.866667
"13648",83309,"18/04/1982",1200,0,NA,21,NA,NA,NA
"13649",83309,"19/04/1982",0,NA,33.8,NA,9.3,NA,1.333333
"13650",83309,"19/04/1982",1200,0,NA,21.8,NA,NA,NA
"13651",83309,"20/04/1982",0,NA,32.6,NA,2.3,NA,0.866667
"13652",83309,"20/04/1982",1200,0,NA,22.4,NA,NA,NA
"13653",83309,"21/04/1982",0,NA,33.3,NA,4.1,NA,2.766667
"13654",83309,"21/04/1982",1200,2.4,NA,22.2,NA,NA,NA
"13655",83309,"22/04/1982",0,NA,32.8,NA,4.5,NA,1.266667
"13656",83309,"22/04/1982",1200,0,NA,21.9,NA,NA,NA
"13657",83309,"23/04/1982",0,NA,33.5,NA,7.5,NA,1.733333
"13658",83309,"23/04/1982",1200,0,NA,21.7,NA,NA,NA
"13659",83309,"24/04/1982",0,NA,33.7,NA,9.3,NA,0.866667
"13660",83309,"24/04/1982",1200,0,NA,20,NA,NA,NA
"13661",83309,"25/04/1982",0,NA,33.8,NA,9,NA,1.233333
"13662",83309,"25/04/1982",1200,0,NA,19.8,NA,NA,NA
"13663",83309,"26/04/1982",0,NA,33.9,NA,9.2,NA,0.833333
"13664",83309,"26/04/1982",1200,0,NA,20,NA,NA,NA
"13665",83309,"27/04/1982",0,NA,30.7,NA,2.7,NA,1.166667
"13666",83309,"27/04/1982",1200,0,NA,18,NA,NA,NA
"13667",83309,"28/04/1982",0,NA,33.3,NA,8.5,NA,1.8
"13668",83309,"28/04/1982",1200,0,NA,17,NA,NA,NA
"13669",83309,"29/04/1982",0,NA,31.8,NA,3.6,NA,0.633333
"13670",83309,"29/04/1982",1200,0,NA,19.2,NA,NA,NA
"13671",83309,"30/04/1982",0,NA,32.7,NA,8.2,NA,0.933333
"13672",83309,"30/04/1982",1200,0,NA,18.4,NA,NA,NA
"13673",83309,"01/05/1982",0,NA,33.4,NA,8.5,NA,1.3
"13674",83309,"01/05/1982",1200,0,NA,16.8,NA,NA,NA
"13675",83309,"02/05/1982",0,NA,33,NA,8.5,NA,0.866667
"13676",83309,"02/05/1982",1200,0,NA,17.6,NA,NA,NA
"13677",83309,"03/05/1982",0,NA,31.6,NA,8.8,NA,2.166667
"13678",83309,"03/05/1982",1200,0,NA,17.4,NA,NA,NA
"13679",83309,"04/05/1982",0,NA,31.5,NA,8.4,NA,0.9
"13680",83309,"04/05/1982",1200,0,NA,15,NA,NA,NA
"13681",83309,"05/05/1982",0,NA,31.6,NA,5.3,NA,1.166667
"13682",83309,"05/05/1982",1200,0,NA,15.4,NA,NA,NA
"13683",83309,"06/05/1982",0,NA,32.8,NA,8.8,NA,1.266667
"13684",83309,"06/05/1982",1200,0,NA,16,NA,NA,NA
"13685",83309,"07/05/1982",0,NA,33.3,NA,8.2,NA,2.233333
"13686",83309,"07/05/1982",1200,0,NA,21.4,NA,NA,NA
"13687",83309,"08/05/1982",0,NA,32.9,NA,8.4,NA,1.966667
"13688",83309,"08/05/1982",1200,0,NA,20.2,NA,NA,NA
"13689",83309,"09/05/1982",0,NA,33.1,NA,8.9,NA,2.766667
"13690",83309,"09/05/1982",1200,0,NA,19.9,NA,NA,NA
"13691",83309,"10/05/1982",0,NA,33.3,NA,9.1,NA,1.866667
"13692",83309,"10/05/1982",1200,0,NA,20.4,NA,NA,NA
"13693",83309,"11/05/1982",0,NA,34.2,NA,9.7,NA,1.333333
"13694",83309,"11/05/1982",1200,0,NA,20,NA,NA,NA
"13695",83309,"12/05/1982",0,NA,34.1,NA,9.7,NA,0.9
"13696",83309,"12/05/1982",1200,0,NA,19.4,NA,NA,NA
"13697",83309,"13/05/1982",0,NA,34.2,NA,9.6,NA,1.6
"13698",83309,"13/05/1982",1200,0,NA,19.6,NA,NA,NA
"13699",83309,"14/05/1982",0,NA,35.8,NA,8.7,NA,2
"13700",83309,"14/05/1982",1200,0,NA,21.8,NA,NA,NA
"13701",83309,"15/05/1982",0,NA,34.5,NA,6.1,NA,1.333333
"13702",83309,"15/05/1982",1200,0,NA,20,NA,NA,NA
"13703",83309,"16/05/1982",0,NA,33.6,NA,6.2,NA,1.366667
"13704",83309,"16/05/1982",1200,0,NA,21.6,NA,NA,NA
"13705",83309,"17/05/1982",0,NA,32.9,NA,3.4,NA,2.233333
"13706",83309,"17/05/1982",1200,0,NA,22.2,NA,NA,NA
"13707",83309,"18/05/1982",0,NA,33.8,NA,8.9,NA,1.233333
"13708",83309,"18/05/1982",1200,0,NA,21.2,NA,NA,NA
"13709",83309,"19/05/1982",0,NA,26.8,NA,1,NA,1.366667
"13710",83309,"19/05/1982",1200,10.2,NA,20.8,NA,NA,NA
"13711",83309,"20/05/1982",0,NA,32.3,NA,5.7,NA,0.8
"13712",83309,"20/05/1982",1200,0,NA,21.2,NA,NA,NA
"13713",83309,"21/05/1982",0,NA,33.5,NA,8.5,NA,0.5
"13714",83309,"21/05/1982",1200,0,NA,20,NA,NA,NA
"13715",83309,"22/05/1982",0,NA,32.6,NA,6.4,NA,1.333333
"13716",83309,"22/05/1982",1200,0,NA,20.2,NA,NA,NA
"13717",83309,"23/05/1982",0,NA,33.6,NA,8.2,NA,2.066667
"13718",83309,"23/05/1982",1200,0,NA,20.4,NA,NA,NA
"13719",83309,"24/05/1982",0,NA,26.7,NA,0.4,NA,2.833333
"13720",83309,"24/05/1982",1200,0,NA,20.2,NA,NA,NA
"13721",83309,"25/05/1982",0,NA,22.7,NA,0.9,NA,2.1
"13722",83309,"25/05/1982",1200,44.6,NA,17.6,NA,NA,NA
"13723",83309,"26/05/1982",0,NA,26.2,NA,9.1,NA,2.1
"13724",83309,"26/05/1982",1200,0.6,NA,14.4,NA,NA,NA
"13725",83309,"27/05/1982",0,NA,27.7,NA,8.7,NA,1.7
"13726",83309,"27/05/1982",1200,0,NA,12.8,NA,NA,NA
"13727",83309,"28/05/1982",0,NA,28.9,NA,8.7,NA,1.4
"13728",83309,"28/05/1982",1200,0,NA,13.8,NA,NA,NA
"13729",83309,"29/05/1982",0,NA,30,NA,6.5,NA,0.433333
"13730",83309,"29/05/1982",1200,0,NA,14.6,NA,NA,NA
"13731",83309,"30/05/1982",0,NA,33.1,NA,8.1,NA,0.966667
"13732",83309,"30/05/1982",1200,0,NA,17.6,NA,NA,NA
"13733",83309,"31/05/1982",0,NA,33.3,NA,8.7,NA,2.133333
"13734",83309,"31/05/1982",1200,0,NA,19.6,NA,NA,NA
"13735",83309,"01/06/1982",0,NA,33.6,NA,9.1,NA,2.466667
"13736",83309,"01/06/1982",1200,0,NA,18.8,NA,NA,NA
"13737",83309,"02/06/1982",0,NA,32.7,NA,9,NA,2.533333
"13738",83309,"02/06/1982",1200,0,NA,19.8,NA,NA,NA
"13739",83309,"03/06/1982",0,NA,33.2,NA,9.4,NA,2.266667
"13740",83309,"03/06/1982",1200,0,NA,20.2,NA,NA,NA
"13741",83309,"04/06/1982",0,NA,32.7,NA,9.4,NA,2.066667
"13742",83309,"04/06/1982",1200,0,NA,20,NA,NA,NA
"13743",83309,"05/06/1982",0,NA,33.6,NA,8.9,NA,0.8
"13744",83309,"05/06/1982",1200,0,NA,20.2,NA,NA,NA
"13745",83309,"06/06/1982",0,NA,33.5,NA,9.3,NA,1.633333
"13746",83309,"06/06/1982",1200,0,NA,18.6,NA,NA,NA
"13747",83309,"07/06/1982",0,NA,33.8,NA,9.2,NA,0.9
"13748",83309,"07/06/1982",1200,0,NA,15.8,NA,NA,NA
"13749",83309,"08/06/1982",0,NA,33.4,NA,9.4,NA,2.033333
"13750",83309,"08/06/1982",1200,0,NA,17.8,NA,NA,NA
"13751",83309,"09/06/1982",0,NA,33.5,NA,9.2,NA,1.8
"13752",83309,"09/06/1982",1200,0,NA,20,NA,NA,NA
"13753",83309,"10/06/1982",0,NA,32.9,NA,4.9,NA,1.566667
"13754",83309,"10/06/1982",1200,0,NA,20.4,NA,NA,NA
"13755",83309,"11/06/1982",0,NA,33.2,NA,6.5,NA,2.033333
"13756",83309,"11/06/1982",1200,0,NA,21.2,NA,NA,NA
"13757",83309,"12/06/1982",0,NA,33.6,NA,9.1,NA,1.833333
"13758",83309,"12/06/1982",1200,0,NA,19.6,NA,NA,NA
"13759",83309,"13/06/1982",0,NA,33.6,NA,8.7,NA,1.8
"13760",83309,"13/06/1982",1200,0,NA,20.6,NA,NA,NA
"13761",83309,"14/06/1982",0,NA,33.4,NA,6.2,NA,2.166667
"13762",83309,"14/06/1982",1200,0,NA,20.6,NA,NA,NA
"13763",83309,"15/06/1982",0,NA,33.5,NA,8.4,NA,1.666667
"13764",83309,"15/06/1982",1200,0,NA,20.8,NA,NA,NA
"13765",83309,"16/06/1982",0,NA,30.9,NA,7.8,NA,2.633333
"13766",83309,"16/06/1982",1200,0,NA,21.2,NA,NA,NA
"13767",83309,"17/06/1982",0,NA,31.8,NA,6.3,NA,1.166667
"13768",83309,"17/06/1982",1200,0,NA,19.2,NA,NA,NA
"13769",83309,"18/06/1982",0,NA,33.3,NA,8.7,NA,1.933333
"13770",83309,"18/06/1982",1200,0,NA,16.6,NA,NA,NA
"13771",83309,"19/06/1982",0,NA,33.1,NA,8.2,NA,1.433333
"13772",83309,"19/06/1982",1200,0,NA,19.6,NA,NA,NA
"13773",83309,"20/06/1982",0,NA,26.5,NA,2.6,NA,3.133333
"13774",83309,"20/06/1982",1200,0,NA,19.6,NA,NA,NA
"13775",83309,"21/06/1982",0,NA,27.5,NA,5.1,NA,2.4
"13776",83309,"21/06/1982",1200,0,NA,15.4,NA,NA,NA
"13777",83309,"22/06/1982",0,NA,22.6,NA,6,NA,1.833333
"13778",83309,"22/06/1982",1200,0,NA,17,NA,NA,NA
"13779",83309,"23/06/1982",0,NA,30.1,NA,5.7,NA,1.2
"13780",83309,"23/06/1982",1200,0,NA,16.6,NA,NA,NA
"13781",83309,"24/06/1982",0,NA,31.9,NA,7.5,NA,1.066667
"13782",83309,"24/06/1982",1200,0,NA,18,NA,NA,NA
"13783",83309,"25/06/1982",0,NA,33.2,NA,7.7,NA,0.966667
"13784",83309,"25/06/1982",1200,0,NA,19.6,NA,NA,NA
"13785",83309,"26/06/1982",0,NA,32.9,NA,6.6,NA,1.9
"13786",83309,"26/06/1982",1200,0,NA,20.2,NA,NA,NA
"13787",83309,"27/06/1982",0,NA,33.4,NA,7.6,NA,2.366667
"13788",83309,"27/06/1982",1200,0,NA,21,NA,NA,NA
"13789",83309,"28/06/1982",0,NA,32.4,NA,0.6,NA,1.333333
"13790",83309,"28/06/1982",1200,0,NA,21.2,NA,NA,NA
"13791",83309,"29/06/1982",0,NA,31.5,NA,3.1,NA,1.033333
"13792",83309,"29/06/1982",1200,0,NA,19.8,NA,NA,NA
"13793",83309,"30/06/1982",0,NA,33.9,NA,6.6,NA,1.333333
"13794",83309,"30/06/1982",1200,0,NA,21,NA,NA,NA
"13795",83309,"01/07/1982",0,NA,33.2,NA,5.4,NA,1.466667
"13796",83309,"01/07/1982",1200,0,NA,22,NA,NA,NA
"13797",83309,"02/07/1982",0,NA,33.1,NA,8.6,NA,3.366667
"13798",83309,"02/07/1982",1200,0,NA,17.6,NA,NA,NA
"13799",83309,"03/07/1982",0,NA,33.3,NA,9.2,NA,3.3
"13800",83309,"03/07/1982",1200,0,NA,18.8,NA,NA,NA
"13801",83309,"04/07/1982",0,NA,33.4,NA,9.3,NA,1.466667
"13802",83309,"04/07/1982",1200,0,NA,19.2,NA,NA,NA
"13803",83309,"05/07/1982",0,NA,33.4,NA,8,NA,1.666667
"13804",83309,"05/07/1982",1200,0,NA,19.2,NA,NA,NA
"13805",83309,"06/07/1982",0,NA,33.7,NA,9.4,NA,1.9
"13806",83309,"06/07/1982",1200,0,NA,19.6,NA,NA,NA
"13807",83309,"07/07/1982",0,NA,33.5,NA,9.4,NA,1.533333
"13808",83309,"07/07/1982",1200,0,NA,19.2,NA,NA,NA
"13809",83309,"08/07/1982",0,NA,33.6,NA,9.3,NA,2.066667
"13810",83309,"08/07/1982",1200,0,NA,16.2,NA,NA,NA
"13811",83309,"09/07/1982",0,NA,33.7,NA,9.3,NA,2.133333
"13812",83309,"09/07/1982",1200,0,NA,14.4,NA,NA,NA
"13813",83309,"10/07/1982",0,NA,33.9,NA,9.3,NA,1.633333
"13814",83309,"10/07/1982",1200,0,NA,13.8,NA,NA,NA
"13815",83309,"11/07/1982",0,NA,33.4,NA,9.2,NA,1.3
"13816",83309,"11/07/1982",1200,0,NA,19.4,NA,NA,NA
"13817",83309,"12/07/1982",0,NA,34.2,NA,5.2,NA,2.266667
"13818",83309,"12/07/1982",1200,0,NA,17.2,NA,NA,NA
"13819",83309,"13/07/1982",0,NA,33.6,NA,4.2,NA,1.6
"13820",83309,"13/07/1982",1200,0,NA,19.2,NA,NA,NA
"13821",83309,"14/07/1982",0,NA,31.7,NA,3.3,NA,3.066667
"13822",83309,"14/07/1982",1200,0,NA,19.3,NA,NA,NA
"13823",83309,"15/07/1982",0,NA,33.9,NA,5.7,NA,2.1
"13824",83309,"15/07/1982",1200,0,NA,20.8,NA,NA,NA
"13825",83309,"16/07/1982",0,NA,32.6,NA,5.8,NA,2.1
"13826",83309,"16/07/1982",1200,0,NA,21.4,NA,NA,NA
"13827",83309,"17/07/1982",0,NA,34.5,NA,9.4,NA,3.033333
"13828",83309,"17/07/1982",1200,0,NA,20.2,NA,NA,NA
"13829",83309,"18/07/1982",0,NA,34.5,NA,8.4,NA,1.7
"13830",83309,"18/07/1982",1200,0,NA,20.2,NA,NA,NA
"13831",83309,"19/07/1982",0,NA,34.8,NA,7.8,NA,2.133333
"13832",83309,"19/07/1982",1200,0,NA,17.4,NA,NA,NA
"13833",83309,"20/07/1982",0,NA,34.8,NA,9.2,NA,2.666667
"13834",83309,"20/07/1982",1200,0,NA,17.6,NA,NA,NA
