"","Estacao","Data","Hora","Precipitacao","TempMaxima","TempMinima","Insolacao","Evaporacao_Piche","Temp_Comp_Media","UR_Media","Vel_Vent_Media","NA"
"23950",83309,"29/06/1999",0,NA,26.9,NA,NA,6,23.1,93.5,1.1,NA
"23951",83309,"29/06/1999",1200,0,NA,18.8,NA,NA,NA,NA,NA,NA
"23952",83309,"30/06/1999",0,NA,28.3,NA,NA,1.5,23.8,92,0.766667,NA
"23953",83309,"30/06/1999",1200,14.8,NA,21,NA,NA,NA,NA,NA,NA
"23954",83309,"01/07/1999",0,NA,33.6,NA,NA,1.2,24.4,82,1.566667,NA
"23955",83309,"01/07/1999",1200,0,NA,19,NA,NA,NA,NA,NA,NA
"23956",83309,"02/07/1999",0,NA,34,NA,NA,5.5,23.98,77.5,2.066667,NA
"23957",83309,"02/07/1999",1200,0,NA,17.3,NA,NA,NA,NA,NA,NA
"23958",83309,"03/07/1999",0,NA,33.2,NA,NA,6.5,25.06,79.75,1.366667,NA
"23959",83309,"03/07/1999",1200,0,NA,20.9,NA,NA,NA,NA,NA,NA
"23960",83309,"04/07/1999",0,NA,28.3,NA,NA,5.2,19.88,87.5,3.633333,NA
"23961",83309,"04/07/1999",1200,0,NA,16.6,NA,NA,NA,NA,NA,NA
"23962",83309,"05/07/1999",0,NA,18.6,NA,NA,3.7,15.56,84,3.733333,NA
"23963",83309,"05/07/1999",1200,0,NA,13.8,NA,NA,NA,NA,NA,NA
"23964",83309,"06/07/1999",0,NA,22.8,NA,NA,3.2,16.96,90.75,1.933333,NA
"23965",83309,"06/07/1999",1200,0,NA,13.8,NA,NA,NA,NA,NA,NA
"23966",83309,"07/07/1999",0,NA,29.8,NA,NA,1.9,20.36,85.25,1.633333,NA
"23967",83309,"07/07/1999",1200,0,NA,12.8,NA,NA,NA,NA,NA,NA
"23968",83309,"08/07/1999",0,NA,32.6,NA,NA,3.6,23.02,83.5,1.266667,NA
"23969",83309,"08/07/1999",1200,0,NA,16.3,NA,NA,NA,NA,NA,NA
"23970",83309,"09/07/1999",0,NA,33.9,NA,NA,4.8,23.16,82.5,1.733333,NA
"23971",83309,"09/07/1999",1200,0,NA,16.7,NA,NA,NA,NA,NA,NA
"23972",83309,"10/07/1999",0,NA,34,NA,NA,4.7,23.3,80.5,1.7,NA
"23973",83309,"10/07/1999",1200,0,NA,16.3,NA,NA,NA,NA,NA,NA
"23974",83309,"11/07/1999",0,NA,35.4,NA,NA,6.5,24.78,78.25,0.8,NA
"23975",83309,"11/07/1999",1200,0,NA,17.3,NA,NA,NA,NA,NA,NA
"23976",83309,"12/07/1999",0,NA,34,NA,NA,5.3,24.06,76,2.333333,NA
"23977",83309,"12/07/1999",1200,0,NA,19.6,NA,NA,NA,NA,NA,NA
"23978",83309,"13/07/1999",0,NA,34.3,NA,NA,8.8,24.14,75.5,1.466667,NA
"23979",83309,"13/07/1999",1200,0,NA,17.3,NA,NA,NA,NA,NA,NA
"23980",83309,"14/07/1999",0,NA,34,NA,NA,7,23.24,76.5,1.566667,NA
"23981",83309,"14/07/1999",1200,0,NA,16.8,NA,NA,NA,NA,NA,NA
"23982",83309,"15/07/1999",0,NA,33.6,NA,NA,6.5,22.56,82,1,NA
"23983",83309,"15/07/1999",1200,0,NA,16.2,NA,NA,NA,NA,NA,NA
"23984",83309,"16/07/1999",0,NA,34,NA,NA,6.2,23.04,74.5,1.766667,NA
"23985",83309,"16/07/1999",1200,0,NA,16,NA,NA,NA,NA,NA,NA
"23986",83309,"17/07/1999",0,NA,26.4,NA,NA,6.7,19.72,86.25,2.766667,NA
"23987",83309,"17/07/1999",1200,0,NA,17.2,NA,NA,NA,NA,NA,NA
"23988",83309,"18/07/1999",0,NA,30.2,NA,NA,3.9,21.12,81,1.333333,NA
"23989",83309,"18/07/1999",1200,0,NA,15.2,NA,NA,NA,NA,NA,NA
"23990",83309,"19/07/1999",0,NA,33.7,NA,NA,3.7,21.8,81,0.7,NA
"23991",83309,"19/07/1999",1200,0,NA,13.5,NA,NA,NA,NA,NA,NA
"23992",83309,"20/07/1999",0,NA,34.1,NA,NA,5.5,22.84,81,0.433333,NA
"23993",83309,"20/07/1999",1200,0,NA,15.2,NA,NA,NA,NA,NA,NA
"23994",83309,"21/07/1999",0,NA,34.4,NA,NA,6.2,24.2,84.5,1.266667,NA
"23995",83309,"21/07/1999",1200,0,NA,17.5,NA,NA,NA,NA,NA,NA
"23996",83309,"22/07/1999",0,NA,33,NA,NA,5.1,24.96,83,1.366667,NA
"23997",83309,"22/07/1999",1200,0,NA,19.9,NA,NA,NA,NA,NA,NA
"23998",83309,"23/07/1999",0,NA,31.7,NA,NA,6.7,23.74,82.25,2.566667,NA
"23999",83309,"23/07/1999",1200,0,NA,19.1,NA,NA,NA,NA,NA,NA
"24000",83309,"24/07/1999",0,NA,34.1,NA,NA,6.3,24.96,84,1.066667,NA
"24001",83309,"24/07/1999",1200,0,NA,20.7,NA,NA,NA,NA,NA,NA
"24002",83309,"25/07/1999",0,NA,34.8,NA,NA,4.7,23.48,81.25,2.1,NA
"24003",83309,"25/07/1999",1200,0,NA,16.4,NA,NA,NA,NA,NA,NA
"24004",83309,"26/07/1999",0,NA,35.3,NA,NA,8.7,25.3,78.5,2.133333,NA
"24005",83309,"26/07/1999",1200,0,NA,19.8,NA,NA,NA,NA,NA,NA
"24006",83309,"27/07/1999",0,NA,35.4,NA,NA,8.6,25.06,76.25,1.3,NA
"24007",83309,"27/07/1999",1200,0,NA,18.6,NA,NA,NA,NA,NA,NA
"24008",83309,"28/07/1999",0,NA,35.1,NA,NA,8.4,25.2,72.5,1.3,NA
"24009",83309,"28/07/1999",1200,0,NA,18.1,NA,NA,NA,NA,NA,NA
"24010",83309,"29/07/1999",0,NA,35.2,NA,NA,8.5,24.7,77.25,2.3,NA
"24011",83309,"29/07/1999",1200,0,NA,18.3,NA,NA,NA,NA,NA,NA
"24012",83309,"30/07/1999",0,NA,34.8,NA,NA,9,24.24,73,1.266667,NA
"24013",83309,"30/07/1999",1200,0,NA,18,NA,NA,NA,NA,NA,NA
"24014",83309,"31/07/1999",0,NA,29.8,NA,NA,7.7,22.92,85.25,2.033333,NA
"24015",83309,"31/07/1999",1200,0,NA,18.8,NA,NA,NA,NA,NA,NA
"24016",83309,"01/08/1999",0,NA,33.7,NA,NA,5.4,24.3,80.25,1.233333,NA
"24017",83309,"01/08/1999",1200,0,NA,18.8,NA,NA,NA,NA,NA,NA
"24018",83309,"02/08/1999",0,NA,34.9,NA,NA,5.6,23.76,80.75,0.766667,NA
"24019",83309,"02/08/1999",1200,0,NA,16.4,NA,NA,NA,NA,NA,NA
"24020",83309,"03/08/1999",0,NA,35.7,NA,NA,6.8,24.54,79.5,1.533333,NA
"24021",83309,"03/08/1999",1200,0,NA,17,NA,NA,NA,NA,NA,NA
"24022",83309,"04/08/1999",0,NA,35.6,NA,0,7.7,25.22,76.25,1.333333,NA
"24023",83309,"04/08/1999",1200,0,NA,17.5,NA,NA,NA,NA,NA,NA
"24024",83309,"05/08/1999",0,NA,35.4,NA,0,8,26.32,75.75,2.366667,NA
"24025",83309,"05/08/1999",1200,0,NA,22.6,NA,NA,NA,NA,NA,NA
"24026",83309,"06/08/1999",0,NA,35,NA,0,9.8,25.16,70.25,2.6,NA
"24027",83309,"06/08/1999",1200,0,NA,20.4,NA,NA,NA,NA,NA,NA
"24028",83309,"07/08/1999",0,NA,35.7,NA,NA,10.4,25.78,69.75,1.466667,NA
"24029",83309,"07/08/1999",1200,0,NA,20.6,NA,NA,NA,NA,NA,NA
"24030",83309,"08/08/1999",0,NA,29.2,NA,NA,10.2,23.62,70.5,3.066667,NA
"24031",83309,"08/08/1999",1200,0,NA,19.5,NA,NA,NA,NA,NA,NA
"24032",83309,"09/08/1999",0,NA,34.5,NA,NA,8,23.72,73.25,1.133333,NA
"24033",83309,"09/08/1999",1200,0,NA,16.9,NA,NA,NA,NA,NA,NA
"24034",83309,"10/08/1999",0,NA,26.3,NA,NA,6.3,22.42,70,1.533333,NA
"24035",83309,"10/08/1999",1200,0,NA,16.6,NA,NA,NA,NA,NA,NA
"24036",83309,"11/08/1999",0,NA,36.8,NA,NA,8.8,25.7,78.25,0.833333,NA
"24037",83309,"11/08/1999",1200,0,NA,18.5,NA,NA,NA,NA,NA,NA
"24038",83309,"12/08/1999",0,NA,37.8,NA,NA,9.8,26.92,74.5,1.233333,NA
"24039",83309,"12/08/1999",1200,0,NA,20.6,NA,NA,NA,NA,NA,NA
"24040",83309,"13/08/1999",0,NA,35.4,NA,NA,9.6,26.88,70.75,1.633333,NA
"24041",83309,"13/08/1999",1200,0,NA,19.3,NA,NA,NA,NA,NA,NA
"24042",83309,"14/08/1999",0,NA,28.7,NA,NA,12.3,18.12,72.25,6.6,NA
"24043",83309,"14/08/1999",1200,0,NA,14.8,NA,NA,NA,NA,NA,NA
"24044",83309,"15/08/1999",0,NA,18.6,NA,NA,10.8,13.34,67,4.366667,NA
"24045",83309,"15/08/1999",1200,0,NA,9.1,NA,NA,NA,NA,NA,NA
"24046",83309,"16/08/1999",0,NA,24,NA,NA,11.5,16.74,62,2.266667,NA
"24047",83309,"16/08/1999",1200,0,NA,10,NA,NA,NA,NA,NA,NA
"24048",83309,"17/08/1999",0,NA,31.1,NA,NA,8.8,18.8,73.75,0.466667,NA
"24049",83309,"17/08/1999",1200,0,NA,10.1,NA,NA,NA,NA,NA,NA
"24050",83309,"18/08/1999",0,NA,34.6,NA,NA,6.4,22.32,72.75,1,NA
"24051",83309,"18/08/1999",1200,0,NA,12.5,NA,NA,NA,NA,NA,NA
"24052",83309,"19/08/1999",0,NA,36.6,NA,NA,7,25.16,72.75,1.633333,NA
"24053",83309,"19/08/1999",1200,0,NA,16,NA,NA,NA,NA,NA,NA
"24054",83309,"20/08/1999",0,NA,36.8,NA,NA,9.8,27.64,69.25,1.566667,NA
"24055",83309,"20/08/1999",1200,0,NA,22.2,NA,NA,NA,NA,NA,NA
"24056",83309,"21/08/1999",0,NA,36,NA,NA,12,26.86,69.5,2.7,NA
"24057",83309,"21/08/1999",1200,0,NA,21.6,NA,NA,NA,NA,NA,NA
"24058",83309,"22/08/1999",0,NA,35.8,NA,NA,12.5,26.46,66.75,1.5,NA
"24059",83309,"22/08/1999",1200,0,NA,19.2,NA,NA,NA,NA,NA,NA
"24060",83309,"23/08/1999",0,NA,36.1,NA,NA,8.6,27.5,67.5,0.833333,NA
"24061",83309,"23/08/1999",1200,0,NA,21.6,NA,NA,NA,NA,NA,NA
"24062",83309,"24/08/1999",0,NA,35.8,NA,NA,11.8,28.62,68,2.466667,NA
"24063",83309,"24/08/1999",1200,0,NA,24.8,NA,NA,NA,NA,NA,NA
"24064",83309,"25/08/1999",0,NA,34.5,NA,NA,11.5,26.48,67.25,1.633333,NA
"24065",83309,"25/08/1999",1200,0,NA,23.3,NA,NA,NA,NA,NA,NA
"24066",83309,"26/08/1999",0,NA,36,NA,NA,10.5,26.5,73.75,1.333333,NA
"24067",83309,"26/08/1999",1200,0,NA,22.2,NA,NA,NA,NA,NA,NA
"24068",83309,"27/08/1999",0,NA,36,NA,NA,9.5,24.94,70,1.266667,NA
"24069",83309,"27/08/1999",1200,0,NA,17.3,NA,NA,NA,NA,NA,NA
"24070",83309,"28/08/1999",0,NA,36,NA,NA,7.2,26.06,76.25,0.533333,NA
"24071",83309,"28/08/1999",1200,0,NA,19.6,NA,NA,NA,NA,NA,NA
"24072",83309,"29/08/1999",0,NA,37.8,NA,NA,6,26.94,74,1.133333,NA
"24073",83309,"29/08/1999",1200,0,NA,19.9,NA,NA,NA,NA,NA,NA
"24074",83309,"30/08/1999",0,NA,39.1,NA,NA,6.7,29.78,61.5,1.733333,NA
"24075",83309,"30/08/1999",1200,0,NA,21,NA,NA,NA,NA,NA,NA
"24076",83309,"31/08/1999",0,NA,37.6,NA,NA,11.6,28.22,72.25,1.566667,NA
"24077",83309,"31/08/1999",1200,0,NA,23.4,NA,NA,NA,NA,NA,NA
"24078",83309,"01/09/1999",0,NA,38,NA,NA,11,27.96,64,2.1,NA
"24079",83309,"01/09/1999",1200,0,NA,23,NA,NA,NA,NA,NA,NA
"24080",83309,"02/09/1999",0,NA,37.4,NA,NA,10.4,26.34,69.5,1.7,NA
"24081",83309,"02/09/1999",1200,0,NA,19.5,NA,NA,NA,NA,NA,NA
"24082",83309,"03/09/1999",0,NA,37.8,NA,NA,9.3,27.14,66,2.233333,NA
"24083",83309,"03/09/1999",1200,0,NA,19.7,NA,NA,NA,NA,NA,NA
"24084",83309,"04/09/1999",0,NA,36.8,NA,NA,9.1,26.74,70.75,1.566667,NA
"24085",83309,"04/09/1999",1200,0,NA,20.3,NA,NA,NA,NA,NA,NA
"24086",83309,"05/09/1999",0,NA,38,NA,NA,6.8,27.26,71.25,2.3,NA
"24087",83309,"05/09/1999",1200,0,NA,19.7,NA,NA,NA,NA,NA,NA
"24088",83309,"06/09/1999",0,NA,37.2,NA,NA,6.6,28.84,72.5,2.1,NA
"24089",83309,"06/09/1999",1200,0,NA,21.6,NA,NA,NA,NA,NA,NA
"24090",83309,"07/09/1999",0,NA,36.7,NA,NA,7.8,29.42,77,2.333333,NA
"24091",83309,"07/09/1999",1200,0,NA,23.6,NA,NA,NA,NA,NA,NA
"24092",83309,"08/09/1999",0,NA,37.6,NA,NA,8.9,32.46,59,2.3,NA
"24093",83309,"08/09/1999",1200,0,NA,24.7,NA,NA,NA,NA,NA,NA
"24094",83309,"09/09/1999",0,NA,38.2,NA,NA,9.1,28.48,73.25,2.466667,NA
"24095",83309,"09/09/1999",1200,0,NA,24,NA,NA,NA,NA,NA,NA
"24096",83309,"10/09/1999",0,NA,31.8,NA,NA,7.8,25.86,80.5,2.666667,NA
"24097",83309,"10/09/1999",1200,0,NA,21.1,NA,NA,NA,NA,NA,NA
"24098",83309,"11/09/1999",0,NA,35.1,NA,NA,7.4,27.08,79,0.866667,NA
"24099",83309,"11/09/1999",1200,0,NA,19.7,NA,NA,NA,NA,NA,NA
"24100",83309,"12/09/1999",0,NA,35.6,NA,NA,6.5,28.18,80.5,1.9,NA
"24101",83309,"12/09/1999",1200,NA,NA,22.5,NA,NA,NA,NA,NA,NA
"24102",83309,"13/09/1999",0,NA,37.1,NA,NA,7.5,28.86,73.25,2.066667,NA
"24103",83309,"13/09/1999",1200,0,NA,23.4,NA,NA,NA,NA,NA,NA
"24104",83309,"14/09/1999",0,NA,36.5,NA,NA,8.6,29.42,75.5,2.566667,NA
"24105",83309,"14/09/1999",1200,0,NA,23.8,NA,NA,NA,NA,NA,NA
"24106",83309,"15/09/1999",0,NA,29.7,NA,NA,7.8,25.18,81.25,2.6,NA
"24107",83309,"15/09/1999",1200,0,NA,22,NA,NA,NA,NA,NA,NA
"24108",83309,"16/09/1999",0,NA,28.6,NA,NA,6.5,24.52,83.75,2.3,NA
"24109",83309,"16/09/1999",1200,0,NA,21.4,NA,NA,NA,NA,NA,NA
"24110",83309,"17/09/1999",0,NA,36,NA,NA,4.7,28.08,77.5,1.766667,NA
"24111",83309,"17/09/1999",1200,0,NA,20.8,NA,NA,NA,NA,NA,NA
"24112",83309,"18/09/1999",0,NA,38.4,NA,NA,7.3,27.6,84,1.366667,NA
"24113",83309,"18/09/1999",1200,0,NA,22.2,NA,NA,NA,NA,NA,NA
"24114",83309,"19/09/1999",0,NA,26,NA,NA,7,23.52,93,1.933333,NA
"24115",83309,"19/09/1999",1200,22.6,NA,22.6,NA,NA,NA,NA,NA,NA
"24116",83309,"20/09/1999",0,NA,34,NA,NA,5.3,26.72,82.25,0.633333,NA
"24117",83309,"20/09/1999",1200,0,NA,20.6,NA,NA,NA,NA,NA,NA
"24118",83309,"21/09/1999",0,NA,34.2,NA,NA,5.8,27.96,84,0.433333,NA
"24119",83309,"21/09/1999",1200,0,NA,23.1,NA,NA,NA,NA,NA,NA
"24120",83309,"22/09/1999",0,NA,35.4,NA,NA,2.3,27.3,84.5,1.5,NA
"24121",83309,"22/09/1999",1200,1.5,NA,22.7,NA,NA,NA,NA,NA,NA
"24122",83309,"23/09/1999",0,NA,36.5,NA,NA,4.5,26.94,87.75,1.3,NA
"24123",83309,"23/09/1999",1200,6.2,NA,21.4,NA,NA,NA,NA,NA,NA
"24124",83309,"24/09/1999",0,NA,35.6,NA,NA,5.5,27.58,80.5,0.966667,NA
"24125",83309,"24/09/1999",1200,3.6,NA,21.2,NA,NA,NA,NA,NA,NA
"24126",83309,"25/09/1999",0,NA,35.4,NA,NA,6,27.92,78.25,1.266667,NA
"24127",83309,"25/09/1999",1200,0,NA,20.9,NA,NA,NA,NA,NA,NA
"24128",83309,"26/09/1999",0,NA,31.9,NA,NA,7.1,26.8,89.75,2.333333,NA
"24129",83309,"26/09/1999",1200,4.6,NA,24,NA,NA,NA,NA,NA,NA
"24130",83309,"27/09/1999",0,NA,36.7,NA,NA,3.4,28.4,80.25,1.233333,NA
"24131",83309,"27/09/1999",1200,0,NA,22,NA,NA,NA,NA,NA,NA
"24132",83309,"28/09/1999",0,NA,38,NA,NA,7.5,29.64,79,1.5,NA
"24133",83309,"28/09/1999",1200,0,NA,22.7,NA,NA,NA,NA,NA,NA
"24134",83309,"29/09/1999",0,NA,37.3,NA,NA,8,30.36,76.25,0.933333,NA
"24135",83309,"29/09/1999",1200,0,NA,23.8,NA,NA,NA,NA,NA,NA
"24136",83309,"30/09/1999",0,NA,37.4,NA,NA,6.7,27.9,85,1.733333,NA
"24137",83309,"30/09/1999",1200,0,NA,24,NA,NA,NA,NA,NA,NA
"24138",83309,"01/10/1999",0,NA,33.5,NA,NA,5.5,26.54,86.25,1.866667,NA
"24139",83309,"01/10/1999",1200,32.5,NA,21.2,NA,NA,NA,NA,NA,NA
"24140",83309,"02/10/1999",0,NA,37.6,NA,NA,5.3,28.88,79.25,2.5,NA
"24141",83309,"02/10/1999",1200,0,NA,22,NA,NA,NA,NA,NA,NA
"24142",83309,"03/10/1999",0,NA,29.4,NA,NA,9,21.92,82,4.233333,NA
"24143",83309,"03/10/1999",1200,0,NA,17.8,NA,NA,NA,NA,NA,NA
"24144",83309,"04/10/1999",0,NA,23.8,NA,NA,7.8,20.16,82.5,2.333333,NA
"24145",83309,"04/10/1999",1200,0,NA,17.6,NA,NA,NA,NA,NA,NA
"24146",83309,"05/10/1999",0,NA,33,NA,NA,5,24.86,82.25,1.1,NA
"24147",83309,"05/10/1999",1200,0.3,NA,17.5,NA,NA,NA,NA,NA,NA
"24148",83309,"06/10/1999",0,NA,34.4,NA,NA,6.3,25.12,86.5,0.666667,NA
"24149",83309,"06/10/1999",1200,0,NA,20.8,NA,NA,NA,NA,NA,NA
"24150",83309,"07/10/1999",0,NA,35.4,NA,NA,4.1,26.86,83.75,1.933333,NA
"24151",83309,"07/10/1999",1200,1.1,NA,19.7,NA,NA,NA,NA,NA,NA
"24152",83309,"08/10/1999",0,NA,34.6,NA,NA,7.4,27.38,83.5,1.466667,NA
"24153",83309,"08/10/1999",1200,0,NA,21.9,NA,NA,NA,NA,NA,NA
"24154",83309,"09/10/1999",0,NA,35.8,NA,NA,5.4,27.72,83.25,1.466667,NA
"24155",83309,"09/10/1999",1200,0,NA,21.6,NA,NA,NA,NA,NA,NA
"24156",83309,"10/10/1999",0,NA,38,NA,NA,5.5,29.56,78.5,1.766667,NA
"24157",83309,"10/10/1999",1200,0,NA,22.2,NA,NA,NA,NA,NA,NA
"24158",83309,"11/10/1999",0,NA,33.9,NA,NA,7.8,27.62,84.75,0.766667,NA
"24159",83309,"11/10/1999",1200,6.6,NA,24.4,NA,NA,NA,NA,NA,NA
"24160",83309,"12/10/1999",0,NA,34.2,NA,NA,4.2,27.64,84.25,1.066667,NA
"24161",83309,"12/10/1999",1200,0,NA,23.4,NA,NA,NA,NA,NA,NA
"24162",83309,"13/10/1999",0,NA,33.4,NA,NA,6.2,27.38,83.25,1.633333,NA
"24163",83309,"13/10/1999",1200,0,NA,22.6,NA,NA,NA,NA,NA,NA
"24164",83309,"14/10/1999",0,NA,38,NA,NA,5.5,28.9,79.25,1.8,NA
"24165",83309,"14/10/1999",1200,0,NA,21.2,NA,NA,NA,NA,NA,NA
"24166",83309,"15/10/1999",0,NA,38.2,NA,NA,7.3,29.8,78,1.966667,NA
"24167",83309,"15/10/1999",1200,0,NA,23.4,NA,NA,NA,NA,NA,NA
"24168",83309,"16/10/1999",0,NA,38.5,NA,NA,9.6,29.92,78.5,2,NA
"24169",83309,"16/10/1999",1200,0,NA,23.5,NA,NA,NA,NA,NA,NA
"24170",83309,"17/10/1999",0,NA,38.8,NA,NA,9.8,30.44,76,1.8,NA
"24171",83309,"17/10/1999",1200,0,NA,24,NA,NA,NA,NA,NA,NA
"24172",83309,"18/10/1999",0,NA,35.3,NA,NA,8.1,29.1,78.75,1.4,NA
"24173",83309,"18/10/1999",1200,0,NA,23.6,NA,NA,NA,NA,NA,NA
"24174",83309,"19/10/1999",0,NA,38,NA,NA,6.4,30.4,82.5,1.5,NA
"24175",83309,"19/10/1999",1200,0,NA,24.6,NA,NA,NA,NA,NA,NA
"24176",83309,"20/10/1999",0,NA,36.2,NA,NA,6.4,28.86,81.25,1.5,NA
"24177",83309,"20/10/1999",1200,9,NA,23.5,NA,NA,NA,NA,NA,NA
"24178",83309,"21/10/1999",0,NA,34.3,NA,NA,5.5,26.14,93.75,2.8,NA
"24179",83309,"21/10/1999",1200,0.7,NA,23,NA,NA,NA,NA,NA,NA
"24180",83309,"22/10/1999",0,NA,32.3,NA,NA,2.7,26.24,87.5,1.066667,NA
"24181",83309,"22/10/1999",1200,8.3,NA,21.4,NA,NA,NA,NA,NA,NA
"24182",83309,"23/10/1999",0,NA,35.7,NA,NA,4,28.1,83,0.6,NA
"24183",83309,"23/10/1999",1200,0,NA,22.7,NA,NA,NA,NA,NA,NA
"24184",83309,"24/10/1999",0,NA,31.5,NA,NA,5.8,25.22,90,1.7,NA
"24185",83309,"24/10/1999",1200,0,NA,21.8,NA,NA,NA,NA,NA,NA
"24186",83309,"25/10/1999",0,NA,29,NA,NA,2.5,25.08,95.5,0.7,NA
"24187",83309,"25/10/1999",1200,4.3,NA,22.8,NA,NA,NA,NA,NA,NA
"24188",83309,"26/10/1999",0,NA,31.8,NA,NA,1.7,26.5,90.25,1.6,NA
"24189",83309,"26/10/1999",1200,0.3,NA,22.8,NA,NA,NA,NA,NA,NA
"24190",83309,"27/10/1999",0,NA,32.6,NA,NA,4.1,26.6,89,1,NA
"24191",83309,"27/10/1999",1200,0,NA,23,NA,NA,NA,NA,NA,NA
"24192",83309,"28/10/1999",0,NA,33.6,NA,NA,3.9,26.24,92.75,0.966667,NA
"24193",83309,"28/10/1999",1200,9.7,NA,22.9,NA,NA,NA,NA,NA,NA
"24194",83309,"29/10/1999",0,NA,32.4,NA,NA,1.9,26.18,90.25,0.533333,NA
"24195",83309,"29/10/1999",1200,7.1,NA,22.7,NA,NA,NA,NA,NA,NA
"24196",83309,"30/10/1999",0,NA,34.7,NA,NA,3.4,27.02,88.25,0.8,NA
"24197",83309,"30/10/1999",1200,0,NA,22.4,NA,NA,NA,NA,NA,NA
"24198",83309,"31/10/1999",0,NA,35,NA,NA,4.1,28.62,77.75,1.3,NA
"24199",83309,"31/10/1999",1200,0,NA,23.5,NA,NA,NA,NA,NA,NA
"24200",83309,"01/11/1999",0,NA,34.4,NA,NA,5.9,28.48,85.5,2.133333,NA
"24201",83309,"01/11/1999",1200,0,NA,24.1,NA,NA,NA,NA,NA,NA
"24202",83309,"02/11/1999",0,NA,34.3,NA,NA,6,27.9,86.25,3.066667,NA
"24203",83309,"02/11/1999",1200,0,NA,24.9,NA,NA,NA,NA,NA,NA
"24204",83309,"03/11/1999",0,NA,31.1,NA,NA,4.3,26.52,91.5,2.533333,NA
"24205",83309,"03/11/1999",1200,15,NA,23.9,NA,NA,NA,NA,NA,NA
"24206",83309,"04/11/1999",0,NA,30.5,NA,NA,3.2,25.64,85.5,1.6,NA
"24207",83309,"04/11/1999",1200,33,NA,22.5,NA,NA,NA,NA,NA,NA
"24208",83309,"05/11/1999",0,NA,25.8,NA,NA,3,22.06,97,2.2,NA
"24209",83309,"05/11/1999",1200,3.4,NA,20.8,NA,NA,NA,NA,NA,NA
"24210",83309,"06/11/1999",0,NA,30.1,NA,NA,0.5,24.06,87.75,1.933333,NA
"24211",83309,"06/11/1999",1200,3.8,NA,19.3,NA,NA,NA,NA,NA,NA
"24212",83309,"07/11/1999",0,NA,30.1,NA,NA,3.6,24.98,92.5,1,NA
"24213",83309,"07/11/1999",1200,0,NA,19.5,NA,NA,NA,NA,NA,NA
"24214",83309,"08/11/1999",0,NA,27.5,NA,NA,2,23.92,95.5,1.333333,NA
"24215",83309,"08/11/1999",1200,5,NA,23,NA,NA,NA,NA,NA,NA
"24216",83309,"09/11/1999",0,NA,23.3,NA,NA,1.6,18.12,99.75,2.733333,NA
"24217",83309,"09/11/1999",1200,26.6,NA,15.3,NA,NA,NA,NA,NA,NA
"24218",83309,"10/11/1999",0,NA,19.5,NA,NA,0.7,17.36,84.5,3.733333,NA
"24219",83309,"10/11/1999",1200,44.3,NA,14.3,NA,NA,NA,NA,NA,NA
"24220",83309,"11/11/1999",0,NA,32.1,NA,NA,1.1,23.58,90.75,1.3,NA
"24221",83309,"11/11/1999",1200,0,NA,15.4,NA,NA,NA,NA,NA,NA
"24222",83309,"12/11/1999",0,NA,33.6,NA,NA,3.8,26.48,89.25,0.266667,NA
"24223",83309,"12/11/1999",1200,0,NA,19.2,NA,NA,NA,NA,NA,NA
"24224",83309,"13/11/1999",0,NA,27.3,NA,NA,3.7,23.66,94.25,1.233333,NA
"24225",83309,"13/11/1999",1200,35.6,NA,21.9,NA,NA,NA,NA,NA,NA
"24226",83309,"14/11/1999",0,NA,34.4,NA,NA,1.4,26.44,88.75,1.133333,NA
"24227",83309,"14/11/1999",1200,5,NA,20.4,NA,NA,NA,NA,NA,NA
"24228",83309,"15/11/1999",0,NA,35.4,NA,NA,4.8,27.44,84.25,1.866667,NA
"24229",83309,"15/11/1999",1200,0,NA,21.8,NA,NA,NA,NA,NA,NA
"24230",83309,"16/11/1999",0,NA,35.2,NA,NA,5.9,27.64,81,2,NA
"24231",83309,"16/11/1999",1200,0,NA,21.6,NA,NA,NA,NA,NA,NA
"24232",83309,"17/11/1999",0,NA,34.2,NA,NA,5.5,27.68,86,1.566667,NA
"24233",83309,"17/11/1999",1200,0,NA,22.6,NA,NA,NA,NA,NA,NA
"24234",83309,"18/11/1999",0,NA,35.8,NA,NA,4.7,28.4,84.75,1.7,NA
"24235",83309,"18/11/1999",1200,0,NA,22.6,NA,NA,NA,NA,NA,NA
"24236",83309,"19/11/1999",0,NA,33.3,NA,NA,4.8,26.06,88.75,2.066667,NA
"24237",83309,"19/11/1999",1200,1.6,NA,21.6,NA,NA,NA,NA,NA,NA
"24238",83309,"20/11/1999",0,NA,31.9,NA,NA,2.1,26.38,88.75,0.7,NA
"24239",83309,"20/11/1999",1200,13.5,NA,21.4,NA,NA,NA,NA,NA,NA
"24240",83309,"21/11/1999",0,NA,34.6,NA,NA,2.6,27.84,85.5,1.066667,NA
"24241",83309,"21/11/1999",1200,0,NA,23.2,NA,NA,NA,NA,NA,NA
"24242",83309,"22/11/1999",0,NA,36.1,NA,NA,4.1,28.08,80.75,1.666667,NA
"24243",83309,"22/11/1999",1200,0,NA,23.5,NA,NA,NA,NA,NA,NA
"24244",83309,"23/11/1999",0,NA,35.9,NA,NA,5.4,28.16,81,2.066667,NA
"24245",83309,"23/11/1999",1200,0.3,NA,21.7,NA,NA,NA,NA,NA,NA
"24246",83309,"24/11/1999",0,NA,34.2,NA,NA,5.4,25.3,90.5,1.366667,NA
