"","Estacao","Data","Hora","Precipitacao","TempMaxima","TempMinima","Insolacao","Evaporacao_Piche","Temp_Comp_Media","UR_Media","Vel_Vent_Media","NA"
"9221",83309,"27/03/1976",0,NA,25,NA,0.3,0.7,21.06,82,1.333333,NA
"9222",83309,"27/03/1976",1200,8.5,NA,18.1,NA,NA,NA,NA,NA,NA
"9223",83309,"28/03/1976",0,NA,33.9,NA,8.2,1.6,22.98,81,1.666667,NA
"9224",83309,"28/03/1976",1200,0,NA,17,NA,NA,NA,NA,NA,NA
"9225",83309,"29/03/1976",0,NA,32.5,NA,9.8,2.4,23.96,79.75,0.333333,NA
"9226",83309,"29/03/1976",1200,0,NA,17.5,NA,NA,NA,NA,NA,NA
"9227",83309,"30/03/1976",0,NA,35.1,NA,8.2,2.5,25.74,80.75,0,NA
"9228",83309,"30/03/1976",1200,0,NA,19.6,NA,NA,NA,NA,NA,NA
"9229",83309,"31/03/1976",0,NA,34,NA,9.6,1.9,25.76,79.25,0,NA
"9230",83309,"31/03/1976",1200,2,NA,20.8,NA,NA,NA,NA,NA,NA
"9231",83309,"01/04/1976",0,NA,33.7,NA,9.1,3.4,26.06,75.75,1,NA
"9232",83309,"01/04/1976",1200,0,NA,20.1,NA,NA,NA,NA,NA,NA
"9233",83309,"02/04/1976",0,NA,34.5,NA,10,2.2,25.66,78,0.333333,NA
"9234",83309,"02/04/1976",1200,0.8,NA,20.7,NA,NA,NA,NA,NA,NA
"9235",83309,"03/04/1976",0,NA,34.9,NA,10,2.9,25.74,75.5,0.666667,NA
"9236",83309,"03/04/1976",1200,0,NA,20.1,NA,NA,NA,NA,NA,NA
"9237",83309,"04/04/1976",0,NA,34.9,NA,9.3,3.3,26.5,78.75,0,NA
"9238",83309,"04/04/1976",1200,0,NA,21.2,NA,NA,NA,NA,NA,NA
"9239",83309,"05/04/1976",0,NA,33.4,NA,6.2,3.1,26.22,88,0.333333,NA
"9240",83309,"05/04/1976",1200,0.8,NA,22.2,NA,NA,NA,NA,NA,NA
"9241",83309,"06/04/1976",0,NA,29.6,NA,3.1,2,23.8,90.5,1,NA
"9242",83309,"06/04/1976",1200,6,NA,21.2,NA,NA,NA,NA,NA,NA
"9243",83309,"07/04/1976",0,NA,32.6,NA,5.6,1.2,25.4,85.75,0,NA
"9244",83309,"07/04/1976",1200,1.8,NA,22,NA,NA,NA,NA,NA,NA
"9245",83309,"08/04/1976",0,NA,32.6,NA,5.5,1.8,25.94,81.25,0.666667,NA
"9246",83309,"08/04/1976",1200,0,NA,21.8,NA,NA,NA,NA,NA,NA
"9247",83309,"09/04/1976",0,NA,30.6,NA,3,2.1,24.6,85.75,1,NA
"9248",83309,"09/04/1976",1200,7.2,NA,22,NA,NA,NA,NA,NA,NA
"9249",83309,"10/04/1976",0,NA,30.7,NA,2.4,2,25.22,84,1.333333,NA
"9250",83309,"10/04/1976",1200,0,NA,22.3,NA,NA,NA,NA,NA,NA
"9251",83309,"11/04/1976",0,NA,28.9,NA,2.7,1.8,22.92,88,0.333333,NA
"9252",83309,"11/04/1976",1200,7,NA,20.4,NA,NA,NA,NA,NA,NA
"9253",83309,"12/04/1976",0,NA,28.5,NA,2.3,1,23.84,81.5,1,NA
"9254",83309,"12/04/1976",1200,0,NA,20.8,NA,NA,NA,NA,NA,NA
"9255",83309,"13/04/1976",0,NA,28.8,NA,5.8,1.5,23.02,80.75,0.666667,NA
"9256",83309,"13/04/1976",1200,0,NA,19,NA,NA,NA,NA,NA,NA
"9257",83309,"14/04/1976",0,NA,30.8,NA,3,2.4,24.2,84,0.666667,NA
"9258",83309,"14/04/1976",1200,0,NA,20.4,NA,NA,NA,NA,NA,NA
"9259",83309,"15/04/1976",0,NA,30.5,NA,5.1,1.8,24.22,87,1,NA
"9260",83309,"15/04/1976",1200,0,NA,21.8,NA,NA,NA,NA,NA,NA
"9261",83309,"16/04/1976",0,NA,33.1,NA,7.5,1.3,25.94,79.25,1.666667,NA
"9262",83309,"16/04/1976",1200,1.2,NA,20.4,NA,NA,NA,NA,NA,NA
"9263",83309,"17/04/1976",0,NA,33.3,NA,5.8,2.3,25.3,84.5,1,NA
"9264",83309,"17/04/1976",1200,9.5,NA,21.6,NA,NA,NA,NA,NA,NA
"9265",83309,"18/04/1976",0,NA,33.1,NA,9.5,1.5,25.62,80.75,1.333333,NA
"9266",83309,"18/04/1976",1200,4.4,NA,20.6,NA,NA,NA,NA,NA,NA
"9267",83309,"19/04/1976",0,NA,32.1,NA,6.2,2.9,25.72,83,1,NA
"9268",83309,"19/04/1976",1200,0,NA,20.8,NA,NA,NA,NA,NA,NA
"9269",83309,"20/04/1976",0,NA,33.3,NA,4.8,2.1,24.98,93.5,1.666667,NA
"9270",83309,"20/04/1976",1200,0,NA,21.3,NA,NA,NA,NA,NA,NA
"9271",83309,"21/04/1976",0,NA,32.4,NA,5.6,1.3,25.42,84.25,2.666667,NA
"9272",83309,"21/04/1976",1200,17.6,NA,20.4,NA,NA,NA,NA,NA,NA
"9273",83309,"22/04/1976",0,NA,27.8,NA,0.6,1.6,22,91.25,3.333333,NA
"9274",83309,"22/04/1976",1200,25,NA,19.6,NA,NA,NA,NA,NA,NA
"9275",83309,"23/04/1976",0,NA,23.7,NA,0.7,1,19.54,81.25,3.333333,NA
"9276",83309,"23/04/1976",1200,4.6,NA,16.6,NA,NA,NA,NA,NA,NA
"9277",83309,"24/04/1976",0,NA,27,NA,3.2,1.4,21.52,85.25,1.666667,NA
"9278",83309,"24/04/1976",1200,0,NA,17.9,NA,NA,NA,NA,NA,NA
"9279",83309,"25/04/1976",0,NA,31.5,NA,8.2,1.4,23.96,81.75,1,NA
"9280",83309,"25/04/1976",1200,0,NA,19.4,NA,NA,NA,NA,NA,NA
"9281",83309,"26/04/1976",0,NA,33.1,NA,8.8,2,25.28,81.75,0,NA
"9282",83309,"26/04/1976",1200,0,NA,20.3,NA,NA,NA,NA,NA,NA
"9283",83309,"27/04/1976",0,NA,34.1,NA,9.2,1.8,25.5,78.25,1.333333,NA
"9284",83309,"27/04/1976",1200,0,NA,20.4,NA,NA,NA,NA,NA,NA
"9285",83309,"28/04/1976",0,NA,30.2,NA,5.7,2.6,24.58,84.25,1.333333,NA
"9286",83309,"28/04/1976",1200,0,NA,21.7,NA,NA,NA,NA,NA,NA
"9287",83309,"29/04/1976",0,NA,32,NA,6.8,1.9,24.62,80.75,2.333333,NA
"9288",83309,"29/04/1976",1200,0,NA,19.7,NA,NA,NA,NA,NA,NA
"9289",83309,"30/04/1976",0,NA,32.6,NA,7.9,1.8,24.64,81.25,0.666667,NA
"9290",83309,"30/04/1976",1200,0,NA,20.2,NA,NA,NA,NA,NA,NA
"9291",83309,"01/05/1976",0,NA,32.4,NA,6.5,2.3,24.04,82.75,0.6,NA
"9292",83309,"01/05/1976",1200,0,NA,20.2,NA,NA,NA,NA,NA,NA
"9293",83309,"02/05/1976",0,NA,32.5,NA,8.8,2.4,23.9,80.25,1.466667,NA
"9294",83309,"02/05/1976",1200,0,NA,19.1,NA,NA,NA,NA,NA,NA
"9295",83309,"03/05/1976",0,NA,32.9,NA,8.4,1.6,24.08,77.25,0.6,NA
"9296",83309,"03/05/1976",1200,0,NA,18.6,NA,NA,NA,NA,NA,NA
"9297",83309,"04/05/1976",0,NA,31.1,NA,9.1,2.3,23.82,80,2.266667,NA
"9298",83309,"04/05/1976",1200,2,NA,20,NA,NA,NA,NA,NA,NA
"9299",83309,"05/05/1976",0,NA,30.6,NA,8.6,1.5,23.14,82,1.1,NA
"9300",83309,"05/05/1976",1200,80.2,NA,18.2,NA,NA,NA,NA,NA,NA
"9301",83309,"06/05/1976",0,NA,30.3,NA,6.9,2.3,23.22,84.25,2.833333,NA
"9302",83309,"06/05/1976",1200,0,NA,19.6,NA,NA,NA,NA,NA,NA
"9303",83309,"07/05/1976",0,NA,31.8,NA,10.1,2.1,24.7,79.5,2.066667,NA
"9304",83309,"07/05/1976",1200,0,NA,19.6,NA,NA,NA,NA,NA,NA
"9305",83309,"08/05/1976",0,NA,33.6,NA,9.3,2.6,25.32,72.75,1.1,NA
"9306",83309,"08/05/1976",1200,0,NA,19.8,NA,NA,NA,NA,NA,NA
"9307",83309,"09/05/1976",0,NA,33.3,NA,4.9,2.5,24.8,84.5,1.1,NA
"9308",83309,"09/05/1976",1200,0,NA,21.9,NA,NA,NA,NA,NA,NA
"9309",83309,"10/05/1976",0,NA,25.3,NA,0.6,1.8,22.22,81.75,1.9,NA
"9310",83309,"10/05/1976",1200,0,NA,20.4,NA,NA,NA,NA,NA,NA
"9311",83309,"11/05/1976",0,NA,25.7,NA,0.3,1.7,21.92,83.75,3.066667,NA
"9312",83309,"11/05/1976",1200,0,NA,19.7,NA,NA,NA,NA,NA,NA
"9313",83309,"12/05/1976",0,NA,28,NA,3.9,1.4,21.36,88.25,0.9,NA
"9314",83309,"12/05/1976",1200,0,NA,17.2,NA,NA,NA,NA,NA,NA
"9315",83309,"13/05/1976",0,NA,30.8,NA,7,1.4,22.58,85.75,1.1,NA
"9316",83309,"13/05/1976",1200,0,NA,17.3,NA,NA,NA,NA,NA,NA
"9317",83309,"14/05/1976",0,NA,31.1,NA,8.8,1.8,23.76,80.75,2.566667,NA
"9318",83309,"14/05/1976",1200,0,NA,19.8,NA,NA,NA,NA,NA,NA
"9319",83309,"15/05/1976",0,NA,33,NA,8.9,2.1,24.2,78,0.3,NA
"9320",83309,"15/05/1976",1200,0,NA,18.1,NA,NA,NA,NA,NA,NA
"9321",83309,"16/05/1976",0,NA,33.1,NA,9.8,2.8,25.02,74,1.766667,NA
"9322",83309,"16/05/1976",1200,0,NA,20.2,NA,NA,NA,NA,NA,NA
"9323",83309,"17/05/1976",0,NA,32.8,NA,10,3.6,25.46,75.25,1.6,NA
"9324",83309,"17/05/1976",1200,0,NA,20.6,NA,NA,NA,NA,NA,NA
"9325",83309,"18/05/1976",0,NA,33.1,NA,9.6,3.3,26,75.5,0.3,NA
"9326",83309,"18/05/1976",1200,0,NA,20.5,NA,NA,NA,NA,NA,NA
"9327",83309,"19/05/1976",0,NA,32.8,NA,5.6,3.2,25.2,86.5,5.566667,NA
"9328",83309,"19/05/1976",1200,0.8,NA,21.8,NA,NA,NA,NA,NA,NA
"9329",83309,"20/05/1976",0,NA,25.1,NA,0,1.8,22.74,94.75,2.566667,NA
"9330",83309,"20/05/1976",1200,1,NA,21.5,NA,NA,NA,NA,NA,NA
"9331",83309,"21/05/1976",0,NA,26.7,NA,0.4,0.5,23,87.25,1.9,NA
"9332",83309,"21/05/1976",1200,22.8,NA,20.1,NA,NA,NA,NA,NA,NA
"9333",83309,"22/05/1976",0,NA,23.7,NA,0.2,1.3,20.36,88.5,3.066667,NA
"9334",83309,"22/05/1976",1200,0,NA,19.1,NA,NA,NA,NA,NA,NA
"9335",83309,"23/05/1976",0,NA,23.6,NA,0,1,20.5,90,1.9,NA
"9336",83309,"23/05/1976",1200,0,NA,17.7,NA,NA,NA,NA,NA,NA
"9337",83309,"24/05/1976",0,NA,26.9,NA,1.2,1,22.66,89.75,1.766667,NA
"9338",83309,"24/05/1976",1200,0,NA,20.2,NA,NA,NA,NA,NA,NA
"9339",83309,"25/05/1976",0,NA,28.3,NA,3.8,0.9,23.22,88.75,1.4,NA
"9340",83309,"25/05/1976",1200,3.8,NA,20.4,NA,NA,NA,NA,NA,NA
"9341",83309,"26/05/1976",0,NA,32.6,NA,8,1.2,25.02,80.75,1.1,NA
"9342",83309,"26/05/1976",1200,0,NA,21.1,NA,NA,NA,NA,NA,NA
"9343",83309,"27/05/1976",0,NA,33,NA,7.9,2.7,25.04,78.25,1.1,NA
"9344",83309,"27/05/1976",1200,0,NA,20.6,NA,NA,NA,NA,NA,NA
"9345",83309,"28/05/1976",0,NA,32.3,NA,8.5,2.5,25.36,78,1.6,NA
"9346",83309,"28/05/1976",1200,0,NA,20.9,NA,NA,NA,NA,NA,NA
"9347",83309,"29/05/1976",0,NA,33.4,NA,8.3,2.8,24.96,80.25,1.9,NA
"9348",83309,"29/05/1976",1200,0,NA,21.2,NA,NA,NA,NA,NA,NA
"9349",83309,"30/05/1976",0,NA,31.6,NA,7.3,2.6,23.66,81.75,0.8,NA
"9350",83309,"30/05/1976",1200,1.1,NA,20,NA,NA,NA,NA,NA,NA
"9351",83309,"31/05/1976",0,NA,27.9,NA,3.1,1.9,22.54,89.5,1.2,NA
"9352",83309,"31/05/1976",1200,5.6,NA,20.2,NA,NA,NA,NA,NA,NA
"9353",83309,"01/06/1976",0,NA,32.8,NA,8.7,2,22.78,79.75,0.3,NA
"9354",83309,"01/06/1976",1200,0,NA,11.9,NA,NA,NA,NA,NA,NA
"9355",83309,"02/06/1976",0,NA,33.8,NA,9.3,2.1,23.82,78,0.3,NA
"9356",83309,"02/06/1976",1200,0,NA,18.2,NA,NA,NA,NA,NA,NA
"9357",83309,"03/06/1976",0,NA,33.8,NA,9.6,2.6,24.48,76.25,0.6,NA
"9358",83309,"03/06/1976",1200,0,NA,19.2,NA,NA,NA,NA,NA,NA
"9359",83309,"04/06/1976",0,NA,31.6,NA,6.3,3.3,24.64,79.25,1.1,NA
"9360",83309,"04/06/1976",1200,0,NA,20.4,NA,NA,NA,NA,NA,NA
"9361",83309,"05/06/1976",0,NA,32.3,NA,9.1,3,24.22,71.25,2.566667,NA
"9362",83309,"05/06/1976",1200,0,NA,20.8,NA,NA,NA,NA,NA,NA
"9363",83309,"06/06/1976",0,NA,31,NA,5.9,3.7,23.68,73.5,1.1,NA
"9364",83309,"06/06/1976",1200,0,NA,17.8,NA,NA,NA,NA,NA,NA
"9365",83309,"07/06/1976",0,NA,23.7,NA,0,2.6,19.22,83.5,2.4,NA
"9366",83309,"07/06/1976",1200,0,NA,17.4,NA,NA,NA,NA,NA,NA
"9367",83309,"08/06/1976",0,NA,22.6,NA,0,1.5,19.28,87.25,3.066667,NA
"9368",83309,"08/06/1976",1200,0,NA,16.6,NA,NA,NA,NA,NA,NA
"9369",83309,"09/06/1976",0,NA,21.5,NA,0,1.1,19.1,87,4.4,NA
"9370",83309,"09/06/1976",1200,0,NA,17.8,NA,NA,NA,NA,NA,NA
"9371",83309,"10/06/1976",0,NA,19.3,NA,0,1.3,17.38,91.5,5.266667,NA
"9372",83309,"10/06/1976",1200,0,NA,16.1,NA,NA,NA,NA,NA,NA
"9373",83309,"11/06/1976",0,NA,22.3,NA,0,1,18.78,81.5,2.1,NA
"9374",83309,"11/06/1976",1200,0,NA,16.6,NA,NA,NA,NA,NA,NA
"9375",83309,"12/06/1976",0,NA,26.5,NA,3.3,1.5,19.5,87.75,1.1,NA
"9376",83309,"12/06/1976",1200,0,NA,17.6,NA,NA,NA,NA,NA,NA
"9377",83309,"13/06/1976",0,NA,28.3,NA,4.6,1.2,20.26,86.75,1.1,NA
"9378",83309,"13/06/1976",1200,0,NA,15.6,NA,NA,NA,NA,NA,NA
"9379",83309,"14/06/1976",0,NA,30.4,NA,7.5,1.4,22.02,80.5,0.3,NA
"9380",83309,"14/06/1976",1200,0,NA,16.8,NA,NA,NA,NA,NA,NA
"9381",83309,"15/06/1976",0,NA,31.5,NA,9.6,2.1,21.78,76.75,0.8,NA
"9382",83309,"15/06/1976",1200,0,NA,15.2,NA,NA,NA,NA,NA,NA
"9383",83309,"16/06/1976",0,NA,31.9,NA,9.6,3,21.82,76.25,0.3,NA
"9384",83309,"16/06/1976",1200,0,NA,16,NA,NA,NA,NA,NA,NA
"9385",83309,"17/06/1976",0,NA,32.9,NA,9.6,3.2,21.24,74.5,0.6,NA
"9386",83309,"17/06/1976",1200,0,NA,13.8,NA,NA,NA,NA,NA,NA
"9387",83309,"18/06/1976",0,NA,33.6,NA,9.6,3.1,22.46,70.5,1.4,NA
"9388",83309,"18/06/1976",1200,0,NA,15.3,NA,NA,NA,NA,NA,NA
"9389",83309,"19/06/1976",0,NA,32.6,NA,9.4,4.9,22.44,68.5,1.4,NA
"9390",83309,"19/06/1976",1200,0,NA,17.8,NA,NA,NA,NA,NA,NA
"9391",83309,"20/06/1976",0,NA,32.7,NA,9.7,5,21.14,69.25,0.8,NA
"9392",83309,"20/06/1976",1200,0,NA,14.4,NA,NA,NA,NA,NA,NA
"9393",83309,"21/06/1976",0,NA,32.6,NA,9.7,5.1,22.2,65.25,0.9,NA
"9394",83309,"21/06/1976",1200,0,NA,13.8,NA,NA,NA,NA,NA,NA
"9395",83309,"22/06/1976",0,NA,32.1,NA,9.7,5.4,22.82,65.5,2.566667,NA
"9396",83309,"22/06/1976",1200,0,NA,18.5,NA,NA,NA,NA,NA,NA
"9397",83309,"23/06/1976",0,NA,31.3,NA,9.7,5.9,21.66,66.25,1.9,NA
"9398",83309,"23/06/1976",1200,0,NA,16.2,NA,NA,NA,NA,NA,NA
"9399",83309,"24/06/1976",0,NA,31.3,NA,8.9,5.4,21.84,65.5,1.4,NA
"9400",83309,"24/06/1976",1200,0,NA,16.2,NA,NA,NA,NA,NA,NA
"9401",83309,"25/06/1976",0,NA,31.5,NA,9.8,5.3,21.94,66.25,1.9,NA
"9402",83309,"25/06/1976",1200,0,NA,17.3,NA,NA,NA,NA,NA,NA
"9403",83309,"26/06/1976",0,NA,32.7,NA,9.7,5.2,21.32,67,0.3,NA
"9404",83309,"26/06/1976",1200,0,NA,14.5,NA,NA,NA,NA,NA,NA
"9405",83309,"27/06/1976",0,NA,32.3,NA,9.7,4,21.14,70,0.8,NA
"9406",83309,"27/06/1976",1200,0,NA,14.2,NA,NA,NA,NA,NA,NA
"9407",83309,"28/06/1976",0,NA,23.8,NA,3.9,3.9,17.16,77.25,1.766667,NA
"9408",83309,"28/06/1976",1200,0,NA,14.4,NA,NA,NA,NA,NA,NA
"9409",83309,"29/06/1976",0,NA,24.9,NA,5.6,1.7,17.5,78.75,2.566667,NA
"9410",83309,"29/06/1976",1200,0,NA,13.2,NA,NA,NA,NA,NA,NA
"9411",83309,"30/06/1976",0,NA,21.5,NA,2.7,2.1,16.24,84.5,1.9,NA
"9412",83309,"30/06/1976",1200,0,NA,14.4,NA,NA,NA,NA,NA,NA
"9413",83309,"01/07/1976",0,NA,22.8,NA,7.5,2,16.78,75.75,3.066667,NA
"9414",83309,"01/07/1976",1200,0,NA,11.9,NA,NA,NA,NA,NA,NA
"9415",83309,"02/07/1976",0,NA,25.1,NA,6,2.5,17.62,80.75,1.1,NA
"9416",83309,"02/07/1976",1200,0,NA,15.2,NA,NA,NA,NA,NA,NA
"9417",83309,"03/07/1976",0,NA,30.1,NA,9.3,2,18.22,76.75,0.3,NA
"9418",83309,"03/07/1976",1200,0,NA,10,NA,NA,NA,NA,NA,NA
"9419",83309,"04/07/1976",0,NA,31.7,NA,9,2.4,19.66,77.75,0.8,NA
"9420",83309,"04/07/1976",1200,0,NA,12.2,NA,NA,NA,NA,NA,NA
"9421",83309,"05/07/1976",0,NA,31.9,NA,9.3,3.8,20.7,67.75,1.6,NA
"9422",83309,"05/07/1976",1200,0,NA,13.2,NA,NA,NA,NA,NA,NA
"9423",83309,"06/07/1976",0,NA,32.5,NA,8.9,4,23.2,66,1.6,NA
"9424",83309,"06/07/1976",1200,0,NA,17.1,NA,NA,NA,NA,NA,NA
"9425",83309,"07/07/1976",0,NA,33.5,NA,9.7,4.6,23.9,63.25,2.266667,NA
"9426",83309,"07/07/1976",1200,0,NA,17.2,NA,NA,NA,NA,NA,NA
"9427",83309,"08/07/1976",0,NA,34.1,NA,7.3,5.2,24.14,66,1.6,NA
"9428",83309,"08/07/1976",1200,0,NA,18.8,NA,NA,NA,NA,NA,NA
"9429",83309,"09/07/1976",0,NA,32.7,NA,9,4.5,21.58,74.25,5.566667,NA
"9430",83309,"09/07/1976",1200,0,NA,16.4,NA,NA,NA,NA,NA,NA
"9431",83309,"10/07/1976",0,NA,19.1,NA,0,4.1,14.98,78.5,9,NA
"9432",83309,"10/07/1976",1200,0,NA,12.4,NA,NA,NA,NA,NA,NA
"9433",83309,"11/07/1976",0,NA,27.9,NA,7.3,1.2,18.54,78.5,0.6,NA
"9434",83309,"11/07/1976",1200,0,NA,14.2,NA,NA,NA,NA,NA,NA
"9435",83309,"12/07/1976",0,NA,32.9,NA,9.3,2.8,20.62,68.75,1.1,NA
"9436",83309,"12/07/1976",1200,0,NA,12.8,NA,NA,NA,NA,NA,NA
"9437",83309,"13/07/1976",0,NA,33.4,NA,9.8,5.3,22.2,63.5,1.6,NA
"9438",83309,"13/07/1976",1200,0,NA,14.2,NA,NA,NA,NA,NA,NA
"9439",83309,"14/07/1976",0,NA,33.4,NA,9.9,5.1,22.4,71.75,1.1,NA
"9440",83309,"14/07/1976",1200,0,NA,16.6,NA,NA,NA,NA,NA,NA
"9441",83309,"15/07/1976",0,NA,30.1,NA,9.7,4.8,20.96,71,3.7,NA
"9442",83309,"15/07/1976",1200,0,NA,16.8,NA,NA,NA,NA,NA,NA
"9443",83309,"16/07/1976",0,NA,32.9,NA,8.5,3.6,21.38,72.75,0.8,NA
"9444",83309,"16/07/1976",1200,0,NA,14.2,NA,NA,NA,NA,NA,NA
"9445",83309,"17/07/1976",0,NA,34.5,NA,9.2,4.7,21.7,65,0.3,NA
"9446",83309,"17/07/1976",1200,0,NA,14.2,NA,NA,NA,NA,NA,NA
"9447",83309,"18/07/1976",0,NA,34.5,NA,9.7,7.4,23.5,62.25,0.6,NA
"9448",83309,"18/07/1976",1200,0,NA,19.4,NA,NA,NA,NA,NA,NA
"9449",83309,"19/07/1976",0,NA,34.3,NA,9.6,5.9,23.42,60.5,1.1,NA
"9450",83309,"19/07/1976",1200,0,NA,15.2,NA,NA,NA,NA,NA,NA
"9451",83309,"20/07/1976",0,NA,32.6,NA,9.5,7.1,23.26,58.25,1.766667,NA
"9452",83309,"20/07/1976",1200,0,NA,18.1,NA,NA,NA,NA,NA,NA
"9453",83309,"21/07/1976",0,NA,31.8,NA,10,8.1,22.64,58.25,2.266667,NA
"9454",83309,"21/07/1976",1200,0,NA,17.8,NA,NA,NA,NA,NA,NA
"9455",83309,"22/07/1976",0,NA,32.7,NA,10.1,7,22.38,58.75,1.9,NA
"9456",83309,"22/07/1976",1200,0,NA,15.8,NA,NA,NA,NA,NA,NA
"9457",83309,"23/07/1976",0,NA,33.6,NA,9.6,6.4,23.8,62.5,2.233333,NA
"9458",83309,"23/07/1976",1200,0,NA,17.4,NA,NA,NA,NA,NA,NA
"9459",83309,"24/07/1976",0,NA,34,NA,9.9,6.1,24.86,62,1.1,NA
"9460",83309,"24/07/1976",1200,0,NA,19.4,NA,NA,NA,NA,NA,NA
"9461",83309,"25/07/1976",0,NA,33.9,NA,10.1,6.9,24.62,64.5,0.8,NA
"9462",83309,"25/07/1976",1200,0,NA,19.6,NA,NA,NA,NA,NA,NA
"9463",83309,"26/07/1976",0,NA,34.1,NA,10,6.5,24.42,59.75,1.1,NA
"9464",83309,"26/07/1976",1200,0,NA,19,NA,NA,NA,NA,NA,NA
"9465",83309,"27/07/1976",0,NA,34.9,NA,10.1,5.7,24.54,64.75,0.8,NA
"9466",83309,"27/07/1976",1200,0,NA,19.6,NA,NA,NA,NA,NA,NA
"9467",83309,"28/07/1976",0,NA,35,NA,10,5.1,23.88,63.75,0.6,NA
"9468",83309,"28/07/1976",1200,0,NA,16.6,NA,NA,NA,NA,NA,NA
"9469",83309,"29/07/1976",0,NA,35.3,NA,9.8,6.5,23.64,56.5,0.6,NA
"9470",83309,"29/07/1976",1200,0,NA,15.2,NA,NA,NA,NA,NA,NA
"9471",83309,"30/07/1976",0,NA,34.3,NA,10,6.2,23.52,57.5,1.466667,NA
"9472",83309,"30/07/1976",1200,0,NA,17.9,NA,NA,NA,NA,NA,NA
"9473",83309,"31/07/1976",0,NA,34.5,NA,10.1,7,23.74,49.75,1.1,NA
"9474",83309,"31/07/1976",1200,0,NA,18.2,NA,NA,NA,NA,NA,NA
"9475",83309,"01/08/1976",0,NA,34.4,NA,9.8,6.9,23.56,52.5,1.6,NA
"9476",83309,"01/08/1976",1200,0,NA,17.4,NA,NA,NA,NA,NA,NA
"9477",83309,"02/08/1976",0,NA,35.3,NA,9.8,6.8,23.02,56.5,1.6,NA
"9478",83309,"02/08/1976",1200,0,NA,14.6,NA,NA,NA,NA,NA,NA
"9479",83309,"03/08/1976",0,NA,35.3,NA,9.7,7,23.38,52.75,2.066667,NA
"9480",83309,"03/08/1976",1200,0,NA,16.4,NA,NA,NA,NA,NA,NA
"9481",83309,"04/08/1976",0,NA,35.8,NA,9.4,7.9,24.04,54.75,2.066667,NA
"9482",83309,"04/08/1976",1200,0,NA,17,NA,NA,NA,NA,NA,NA
"9483",83309,"05/08/1976",0,NA,33.9,NA,9,5.8,23.74,61.5,1.9,NA
"9484",83309,"05/08/1976",1200,0,NA,20,NA,NA,NA,NA,NA,NA
"9485",83309,"06/08/1976",0,NA,33.8,NA,9.4,4.4,23.74,70.5,1.1,NA
"9486",83309,"06/08/1976",1200,0,NA,15.5,NA,NA,NA,NA,NA,NA
"9487",83309,"07/08/1976",0,NA,35.3,NA,9.3,3.4,25.5,59.25,1.1,NA
"9488",83309,"07/08/1976",1200,0,NA,17.8,NA,NA,NA,NA,NA,NA
"9489",83309,"08/08/1976",0,NA,35.9,NA,9.7,6.9,24.86,50.5,0.3,NA
"9490",83309,"08/08/1976",1200,0,NA,20,NA,NA,NA,NA,NA,NA
"9491",83309,"09/08/1976",0,NA,37.3,NA,8.6,7.4,25.64,57.25,1.1,NA
"9492",83309,"09/08/1976",1200,0,NA,18.2,NA,NA,NA,NA,NA,NA
"9493",83309,"10/08/1976",0,NA,35.7,NA,8.1,6.3,25.3,65.25,0.3,NA
"9494",83309,"10/08/1976",1200,0,NA,18,NA,NA,NA,NA,NA,NA
"9495",83309,"11/08/1976",0,NA,37.6,NA,9,4.2,25.88,56,0.8,NA
"9496",83309,"11/08/1976",1200,0,NA,17.5,NA,NA,NA,NA,NA,NA
"9497",83309,"12/08/1976",0,NA,36.6,NA,8.6,5.5,26.02,59.25,0.8,NA
"9498",83309,"12/08/1976",1200,0,NA,19.5,NA,NA,NA,NA,NA,NA
"9499",83309,"13/08/1976",0,NA,36.7,NA,9.3,6.6,26.92,48.25,1.4,NA
"9500",83309,"13/08/1976",1200,0,NA,19,NA,NA,NA,NA,NA,NA
"9501",83309,"14/08/1976",0,NA,24.9,NA,0.1,7.2,20.62,67,4.4,NA
"9502",83309,"14/08/1976",1200,0,NA,18.4,NA,NA,NA,NA,NA,NA
"9503",83309,"15/08/1976",0,NA,29,NA,10.1,4.2,20,52.75,1.766667,NA
"9504",83309,"15/08/1976",1200,0,NA,15,NA,NA,NA,NA,NA,NA
"9505",83309,"16/08/1976",0,NA,35.3,NA,9.7,5.2,22.04,54.25,0.6,NA
"9506",83309,"16/08/1976",1200,0,NA,11.4,NA,NA,NA,NA,NA,NA
"9507",83309,"17/08/1976",0,NA,35.4,NA,8.8,6.8,26.38,58.25,1.766667,NA
"9508",83309,"17/08/1976",1200,0,NA,20.1,NA,NA,NA,NA,NA,NA
"9509",83309,"18/08/1976",0,NA,32.2,NA,3.3,6,25.44,70.5,1.6,NA
"9510",83309,"18/08/1976",1200,0,NA,22.2,NA,NA,NA,NA,NA,NA
"9511",83309,"19/08/1976",0,NA,36.5,NA,9.3,4.6,26.88,57.25,1.1,NA
"9512",83309,"19/08/1976",1200,0,NA,19.5,NA,NA,NA,NA,NA,NA
"9513",83309,"20/08/1976",0,NA,28.7,NA,5.9,6.2,22.4,74.5,6.7,NA
"9514",83309,"20/08/1976",1200,0,NA,19.3,NA,NA,NA,NA,NA,NA
"9515",83309,"21/08/1976",0,NA,29.1,NA,9.8,4.7,22.1,50.5,3.233333,NA
"9516",83309,"21/08/1976",1200,0,NA,18,NA,NA,NA,NA,NA,NA
